train,test,norm,pos,quat
2.1296313,1.604216,0.06032917,17.746397,0.38773164
1.4197755,0.9521791,0.03302163,11.593491,0.28569356
1.1339216,0.9978583,0.023266759,9.163271,0.23918673
0.9849172,0.7294351,0.017172974,7.9091535,0.21364953
0.8904322,0.8770392,0.012672269,7.097604,0.19933838
0.82036585,0.71194375,0.011354422,6.4994135,0.18809894
0.7545149,0.5488749,0.010447244,5.9188747,0.17953631
0.70381707,0.72372013,0.009639787,5.47316,0.17281896
0.6671112,0.7205355,0.009263711,5.1570277,0.16720235
0.63304484,0.50812,0.00880729,4.8626313,0.16211218
0.59781414,0.5306661,0.008545635,4.552502,0.15745476
0.5706524,0.4237972,0.008209968,4.3170223,0.15347695
0.5452087,0.41109678,0.007946117,4.098039,0.14956686
0.5229414,0.49026573,0.007624952,3.9064515,0.14614859
0.5055454,0.5003139,0.007279893,3.7606695,0.14305605
0.489795,0.41152588,0.0070263096,3.6289945,0.14021437
0.4688123,0.45322186,0.0067738043,3.443009,0.13759337
0.45892975,0.40935913,0.006506714,3.3667796,0.13511238
0.44238684,0.35257572,0.00622538,3.2255948,0.13244979
0.4320749,0.3747313,0.0060750428,3.141315,0.13037322
0.42262363,0.30323038,0.005955146,3.062766,0.12861279
0.4093262,0.41452342,0.0057661794,2.9500358,0.12638444
0.3988518,0.33829266,0.0056201653,2.8614442,0.12460595
0.3921122,0.33265987,0.0054596,2.8113935,0.12269658
0.3780406,0.34172392,0.0053401175,2.6843429,0.12119151
0.37404776,0.24751677,0.005215257,2.661304,0.11932872
0.36269447,0.35478666,0.005090294,2.5624626,0.11771018
0.3538365,0.25892776,0.0049788924,2.4864829,0.116322584
0.34843287,0.32799083,0.004866313,2.444521,0.11499348
0.34348875,0.2750773,0.00476785,2.409071,0.11344987
0.33931467,0.25653893,0.0046980586,2.3775096,0.11232654
0.33364055,0.260231,0.0045974385,2.3311472,0.111184515
0.32288373,0.23607694,0.0045103556,2.2373521,0.10966387
0.3194908,0.29256788,0.004401847,2.2154486,0.108339705
0.32326135,0.23997262,0.004333878,2.2557535,0.10805848
0.3082659,0.2304443,0.0042565074,2.1206455,0.10641745
0.30954728,0.2654711,0.004222969,2.1411848,0.10556277
0.30253792,0.25695014,0.0041309614,2.0772946,0.104883745
0.29681343,0.22946148,0.0040475214,2.0307343,0.103705816
0.29105204,0.2371043,0.0039473805,1.9825635,0.10266771
0.29646778,0.23068869,0.003964611,2.042269,0.10204936
0.2834712,0.19905972,0.003882599,1.92558,0.10058324
0.2812732,0.197113,0.0037875318,1.9110152,0.09976991
0.2768526,0.24447,0.003723078,1.8733941,0.09904543
0.294403,0.2061028,0.0037556747,2.0366845,0.10039884
0.28017762,0.2676667,0.0036779065,1.907694,0.098933846
0.2698516,0.17981373,0.0036060554,1.8198113,0.09723316
0.26429486,0.16938208,0.003531991,1.7734164,0.096222274
0.26534167,0.23721586,0.0035194312,1.787147,0.095861144
0.2589975,0.22324796,0.0034371703,1.7326527,0.09487613
0.19551586,0.13750026,0.0032564504,1.1243092,0.09195476
0.19091766,0.17787912,0.0031530075,1.0839877,0.09133733
0.19188589,0.21121858,0.0030894869,1.0945363,0.09124811
0.19164254,0.1329127,0.0030278408,1.0985793,0.09053537
0.19041122,0.19100453,0.0029924286,1.0896429,0.090164095
0.18711801,0.1754145,0.0029460718,1.0624673,0.08952963
0.18547894,0.17093433,0.0029039274,1.0505564,0.089036584
0.1923956,0.17754103,0.0028974486,1.1140351,0.08966924
0.18735956,0.16564856,0.0028577384,1.0664444,0.08936594
0.1826092,0.12877248,0.0028199493,1.0246146,0.08873972
0.18248616,0.1563191,0.0027952355,1.0254219,0.08851606
0.18006095,0.15742926,0.002755351,1.0056566,0.08802196
0.17941104,0.17386547,0.0027279991,1.0036105,0.08753022
0.17794307,0.13524736,0.0027056986,0.9910967,0.08729202
0.18008041,0.16382083,0.0026870267,1.0130851,0.087225765
0.18684828,0.18060346,0.0027100102,1.0734794,0.08803259
0.1754132,0.123433806,0.0026759533,0.9688956,0.08695114
0.18026042,0.169698,0.0026773596,1.0162146,0.08707914
0.1737576,0.17332383,0.0026236607,0.9595394,0.086157
